,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,Expected Price ($1k),Year
2753,1,1,149,0,20,40.0,2020
2754,0,2,20,0,46,50.0,2021
2755,1,1,150,0,46,35.0,2019
2756,1,0,0,0,31,42.8,2021
2763,0,2,26,0,18,21.258,2019
2764,1,1,200,0,13,70.0,2016
2766,0,1,35,0,1,16.0,2012
2768,1,1,84,0,30,12.0,2017
2769,1,1,76,0,34,14.0,2012
2771,0,1,72,0,47,16.0,2014
2775,1,1,208,69900,32,30.0,2014
2777,0,2,19,64950,41,46.0,2018
2778,1,1,291,0,35,72.0,2020
2780,1,1,259,0,23,31.5,2020
2781,1,1,239,0,27,25.0,2019
2784,0,2,19,0,44,15.0,2014
2785,0,2,18,0,27,39.0,2021
2786,0,1,38,0,10,16.0,2014
2789,0,1,72,0,48,18.0,2015
2791,0,2,25,0,48,28.0,2017
2795,0,1,72,0,48,16.0,2014
2796,0,2,25,0,8,40.0,2021
2799,1,1,208,0,18,62.0,2015
2800,1,1,73,0,43,17.0,2012
2801,0,2,19,0,21,20.0,2016
2803,1,0,0,0,30,78.0,2022
2805,0,2,19,0,46,14.5,2013
2808,0,1,97,0,40,27.0,2017
2811,1,0,0,0,39,24.69,2022
2813,1,1,259,0,48,31.5,2020
2814,0,1,38,0,39,33.9,2013
2815,0,1,42,0,13,54.0,2021
2816,0,2,25,0,46,40.0,2021
2817,1,0,0,0,5,39.9,2021
2818,1,0,0,0,10,33.5,2022
2820,1,0,0,0,4,43.0,2021
2821,0,1,47,0,37,24.283,2018
2823,0,2,25,0,25,30.0,2018
2824,0,1,32,39995,49,38.0,2019
2827,0,2,17,0,45,40.9,2020
2828,0,2,26,0,46,21.3,2018
2829,0,2,19,0,11,19.0,2016
2830,0,2,19,0,39,18.5,2015
2831,0,2,19,0,31,17.0,2015
2832,0,2,20,0,33,21.0,2017
2834,1,1,93,31950,34,20.0,2016
2839,0,1,53,0,34,21.998,2018
2845,0,1,30,0,43,63.4,2022
2846,0,2,19,0,46,15.0,2014
2847,0,1,35,0,36,7.0,2011
2848,1,1,249,0,17,69.0,2018
2852,1,0,0,0,19,31.67,2021
2853,1,1,200,0,36,70.0,2016
2854,1,1,125,0,35,20.031,2018
2858,1,1,200,0,29,65.0,2017
2860,1,0,0,0,40,64.0,2022
2865,0,2,19,0,44,20.0,2016
2867,1,0,0,0,18,64.0,2022
2868,1,1,208,69900,28,33.89,2013
2871,1,0,0,0,36,98.4,2021
2872,1,0,0,0,6,73.0,2021
2874,1,0,0,0,32,36.5,2021
2875,0,2,21,0,17,19.0,2018
2876,1,1,238,0,20,90.0,2018
2879,1,1,239,0,14,33.0,2020
2882,1,0,0,0,34,42.8,2021
2883,0,2,29,0,11,20.004,2018
2886,1,1,238,0,24,22.857,2018
2888,1,0,0,0,46,142.0,2021
2889,0,2,19,0,8,14.5,2013
2890,1,1,239,0,23,33.0,2020
2894,0,1,32,0,4,36.6,2021
2896,1,0,0,0,20,42.8,2021
2899,0,2,25,0,21,40.0,2021
2902,1,0,0,0,27,33.5,2022
2904,1,1,73,0,6,15.0,2011
2905,1,0,0,0,3,73.0,2021
2907,1,1,220,0,9,57.0,2019
2908,1,1,291,0,44,72.0,2020
2911,0,1,35,0,13,7.0,2011
2912,1,0,0,0,10,78.0,2022
2913,1,1,84,0,42,19.0,2014
2920,1,1,249,0,47,69.0,2018
2924,1,1,238,0,10,20.0,2017
2926,1,1,84,0,44,25.0,2015
2927,1,1,291,0,14,72.0,2020
2930,0,2,25,0,48,34.5,2019
2932,0,1,53,0,48,20.004,2017
2934,0,1,35,0,39,7.0,2011
2935,1,1,73,0,39,15.0,2011
2937,1,1,100,0,8,13.816,2017
2942,1,1,220,0,5,35.0,2017
2945,1,1,75,0,41,18.0,2013
2948,1,1,210,0,32,65.0,2016
2950,1,1,215,0,24,69.0,2018
2953,1,1,289,0,5,102.0,2020
2954,0,1,35,0,46,16.0,2012
2958,0,2,19,0,13,18.5,2015
2960,1,1,238,0,26,20.0,2017
2963,1,0,0,0,39,73.0,2021
2966,1,1,68,0,35,11.75,2015
2967,0,1,38,0,36,18.5,2015
2971,1,0,0,0,10,36.5,2021
2972,1,1,111,33950,27,16.251,2018
2974,0,2,19,0,49,19.0,2016
2975,1,1,266,0,36,50.0,2020
2976,0,1,53,0,24,20.004,2017
2977,0,1,53,0,18,21.998,2018
2978,1,1,84,0,34,25.0,2015
2983,0,2,6,0,34,18.0,2012
2992,0,2,22,0,20,20.9,2019
2994,0,2,26,0,23,21.3,2018
3002,1,1,249,0,21,69.0,2018
3004,0,2,27,34600,27,16.365,2016
3006,1,1,210,0,49,65.0,2016
3017,0,2,25,0,10,30.0,2018
3019,1,1,150,0,38,35.0,2019
3020,1,0,0,0,22,29.998,2017
3021,1,0,0,0,36,20.6,2022
3022,0,2,17,34995,42,26.22,2019
3023,0,2,21,0,4,18.058,2017
3024,1,1,322,0,31,50.0,2020
3029,1,1,220,0,4,57.0,2019
3030,0,2,19,0,21,20.0,2013
3035,1,1,73,0,13,17.0,2012
3037,0,1,53,0,9,21.998,2018
3039,1,1,150,0,23,35.0,2019
3042,0,2,25,0,11,30.0,2018
3045,1,0,0,0,43,48.9,2021
3046,0,2,20,0,46,21.0,2017
3047,1,1,93,31950,6,20.0,2016
3049,0,2,21,0,18,40.0,2021
3051,0,2,21,0,27,18.058,2017
3054,1,1,103,0,45,20.0,2014
3056,1,0,0,0,45,39.9,2021
3059,1,1,238,0,41,20.0,2017
3062,0,2,16,52650,41,37.0,2018
3064,1,0,0,0,29,27.4,2022
3066,1,1,150,0,21,35.0,2019
3068,0,2,18,0,9,39.0,2021
3072,1,1,84,0,26,27.0,2016
3074,1,1,208,69900,5,30.0,2014
3075,1,1,204,0,45,59.979,2019
3076,0,1,72,0,4,18.0,2015
3077,0,1,72,0,44,16.0,2014
3079,1,0,0,0,14,64.0,2021
3081,1,1,151,0,49,21.0,2018
3083,1,1,238,0,5,41.78,2019
3084,1,1,84,0,42,25.0,2015
3087,1,1,110,0,10,20.0,2021
3090,1,0,0,0,30,73.0,2021
3097,0,2,6,0,43,16.5,2014
3098,0,1,42,0,48,55.9,2022
3100,1,1,110,0,11,20.0,2021
3101,0,2,19,0,22,17.0,2014
3107,1,1,210,0,20,60.0,2017
3109,1,1,150,0,49,35.0,2019
3110,1,1,83,0,48,13.115,2016
3112,0,2,21,0,12,19.0,2018
3113,0,1,32,0,5,37.413,2020
3114,1,0,0,0,37,20.6,2022
3116,1,0,0,0,25,64.0,2022
3117,1,1,289,0,48,102.0,2020
3118,1,1,238,0,29,41.78,2019
3121,0,2,6,0,7,18.0,2012
3124,1,1,84,0,33,27.0,2016
3125,1,1,208,0,44,62.0,2015
3130,1,0,0,0,33,64.0,2022
3132,1,1,200,0,27,65.0,2017
3134,0,2,26,0,36,21.3,2018
3136,1,0,0,0,8,73.0,2021
3137,1,0,0,0,17,29.998,2017
3138,1,1,84,0,5,25.0,2015
3139,0,2,16,0,43,25.0,2017
3140,0,2,12,36900,26,23.0,2019
3142,0,1,32,0,18,37.413,2020
3143,1,1,73,0,31,17.0,2012
3146,1,1,291,0,49,72.0,2020
3148,0,1,47,0,43,24.283,2018
3160,1,1,291,0,4,72.0,2020
3162,1,0,0,0,21,48.9,2021
3167,0,2,17,52900,1,20.5,2019
3169,1,1,84,0,3,25.0,2015
3172,0,2,26,0,37,33.0,2020
3177,1,1,239,0,49,33.0,2020
3181,1,0,0,0,31,29.998,2017
3184,1,1,93,32250,32,15.2,2017
3187,1,1,93,31950,1,20.0,2016
3188,1,1,84,0,7,19.0,2014
3189,1,1,220,0,42,57.0,2019
3190,0,2,25,0,7,34.5,2019
3196,1,1,249,0,31,69.0,2018
3198,1,0,0,0,38,95.0,2022
3199,0,2,19,0,15,20.0,2016
3200,1,1,150,0,5,35.0,2019
3201,0,2,21,0,43,18.058,2017
3202,1,1,81,0,34,16.0,2014
3206,0,2,27,34600,28,16.365,2016
3207,0,2,17,0,36,29.5,2021
3208,0,1,53,0,41,21.998,2018
3212,0,2,22,0,1,43.912,2020
3216,1,1,87,0,34,10.042,2015
3217,1,1,204,0,35,59.979,2019
3219,1,0,0,0,10,39.9,2021
3220,0,1,72,0,17,16.0,2014
3223,0,1,33,0,47,30.0,2018
3226,0,1,53,0,4,20.004,2017
3227,0,1,53,0,43,20.004,2017
3228,1,0,0,0,32,78.0,2022
3229,0,2,19,0,46,17.0,2015
3230,0,1,32,0,1,37.413,2020
3232,1,1,239,0,36,25.0,2019
3235,1,1,84,0,41,19.0,2014
3236,0,2,25,0,2,40.0,2020
3237,0,2,18,0,26,39.0,2021
3238,1,1,84,0,23,25.0,2015
3241,1,1,208,69900,6,30.0,2014
3242,1,1,238,0,43,20.0,2017
3243,0,2,19,0,5,17.0,2014
3244,1,1,249,0,36,69.0,2018
3246,1,1,83,0,34,20.0,2015
3247,0,2,19,0,39,20.0,2013
3248,1,0,0,0,12,32.3,2022
3251,1,0,0,0,38,78.0,2022
3254,1,0,0,0,18,43.0,2021
3255,1,1,218,0,43,65.9,2021
3256,1,0,0,0,46,78.0,2022
3267,0,2,21,0,10,18.058,2017
3268,1,0,0,0,43,64.0,2022
3269,1,1,238,0,21,90.0,2018
3270,1,0,0,0,44,64.0,2022
3272,0,2,21,0,13,40.0,2021
3273,0,2,19,0,32,20.0,2013
3275,1,1,84,0,35,25.0,2015
3276,1,1,84,0,31,27.0,2016
3279,0,2,20,0,27,21.0,2017
3280,0,1,53,0,36,26.0,2019
3281,0,2,26,0,22,24.0,2020
3282,0,2,29,0,22,21.53,2019
3284,1,0,0,0,22,27.4,2022
3285,1,1,289,0,37,102.0,2020
3287,0,2,17,0,41,43.0,2021
3289,1,1,84,0,44,19.0,2014
3290,1,1,84,0,31,19.0,2016
3291,1,0,0,0,41,82.7,2022
3293,1,1,208,0,43,62.0,2015
3294,1,0,0,0,16,42.8,2021
3302,0,1,53,0,10,20.004,2017
3303,1,1,259,0,42,31.5,2020
3304,1,1,111,33950,46,16.251,2018
3309,0,1,53,0,8,20.004,2017
3310,1,1,208,69900,8,33.89,2013
3313,1,1,234,0,37,69.2,2020
3314,1,1,222,0,24,51.573,2021
3318,0,2,25,0,28,40.0,2020
3322,0,2,13,0,36,30.152,2016
3323,1,1,84,0,8,27.0,2016
3325,1,1,93,32250,19,15.2,2017
3328,1,1,125,0,36,20.031,2018
3330,1,0,0,0,12,24.69,2021
3333,1,0,0,0,6,29.998,2017
3336,1,1,203,0,27,119.8,2020
3337,1,1,83,0,37,13.115,2016
3339,1,0,0,0,21,39.9,2021
3342,1,1,151,0,18,21.0,2018
3349,1,0,0,0,49,31.67,2021
3352,0,2,6,0,14,16.5,2014
3359,1,1,238,0,5,20.0,2017
3361,1,1,87,0,36,7.0,2013
3362,0,2,16,0,34,18.86,2016
3363,0,2,16,0,39,25.0,2017
3364,1,1,84,0,38,27.0,2016
3366,1,1,81,0,36,16.0,2014
3367,0,1,53,0,17,18.374,2016
3371,1,1,239,0,18,33.0,2020
3376,0,1,38,0,44,18.5,2015
3380,1,1,81,0,27,19.0,2016
3383,1,1,200,0,8,65.0,2017
3384,1,1,210,0,37,60.0,2017
3387,0,2,6,0,44,18.0,2012
3389,1,1,258,0,42,27.0,2020
3390,1,1,73,0,29,17.0,2012
3392,0,1,53,0,40,21.998,2018
3396,0,2,19,0,2,19.0,2016
3399,0,1,47,0,48,24.283,2018
3407,1,1,238,0,39,41.78,2019
3409,1,1,249,0,43,69.0,2018
3411,1,0,0,0,22,31.67,2021
3412,0,1,32,0,19,29.49,2022
3419,1,1,73,0,26,17.0,2012
3421,1,0,0,0,5,95.0,2022
3423,1,1,220,0,41,35.0,2017
3424,1,1,125,0,39,22.2,2019
3429,1,0,0,0,42,38.5,2021
3430,0,2,21,0,21,40.0,2021
3434,1,1,151,0,11,21.0,2018
3440,0,2,19,0,23,17.0,2014
3441,0,1,33,0,44,30.0,2018
3442,1,1,215,0,2,69.0,2018
3443,1,1,222,0,44,51.573,2021
3444,1,1,107,0,12,19.0,2017
3445,0,2,19,0,17,19.0,2016
3446,1,1,200,0,47,70.0,2016
3448,1,1,220,0,35,57.0,2019
3449,0,2,16,52650,21,37.0,2018
3453,0,1,42,0,40,54.0,2021
3454,1,1,220,0,2,57.0,2019
3457,0,2,16,0,32,25.0,2017
3460,1,1,266,0,13,50.0,2020
3461,1,1,322,0,34,50.0,2020
3464,1,1,289,0,36,85.0,2019
3465,1,1,81,0,49,27.0,2017
3466,0,2,27,34600,30,16.365,2016
3467,1,1,265,59900,20,33.8,2012
3468,0,2,16,0,23,80.0,2018
3470,1,0,0,0,46,27.4,2022
3475,0,2,18,0,43,39.0,2021
3477,0,2,21,0,1,18.058,2017
3479,0,1,32,0,8,36.6,2021
3480,1,1,270,0,41,82.5,2019
3481,1,0,0,0,40,73.0,2021
3485,1,1,266,0,5,50.0,2020
3491,1,1,259,0,16,31.5,2020
3494,0,1,42,0,39,54.0,2021
3496,1,1,210,0,12,60.0,2017
3497,1,1,150,0,10,35.0,2019
3500,0,1,33,0,31,30.0,2018
3501,1,1,238,0,18,20.0,2017
3502,1,1,266,0,30,50.0,2020
3506,1,1,289,0,41,102.0,2020
3507,0,2,19,0,37,17.0,2015
3508,0,2,25,0,39,30.0,2018
3511,1,0,0,0,28,39.9,2021
3512,1,1,239,38500,22,22.3,2019
3520,0,1,38,0,47,33.9,2013
3521,0,2,21,0,21,18.058,2017
3522,0,2,21,0,7,18.058,2017
3526,1,1,62,0,10,11.9,2012
3529,1,1,84,0,27,25.0,2015
3532,1,1,107,0,43,19.0,2017
3535,0,1,42,0,11,54.0,2021
3536,1,1,149,0,40,40.0,2020
3538,1,1,259,0,32,31.5,2020
3539,1,1,150,0,33,35.0,2019
3542,1,1,58,0,23,16.999,2018
3544,1,1,238,0,48,20.0,2017
3545,0,1,53,0,20,20.004,2017
3547,0,2,14,54950,18,42.9,2018
3550,0,1,32,39995,17,38.0,2019
3553,1,0,0,0,42,136.8,2022
3554,1,0,0,0,35,73.0,2021
3558,0,2,14,0,47,38.0,2016
3561,0,2,19,0,26,17.0,2014
3564,1,1,93,31950,42,20.0,2016
3566,0,2,25,0,5,30.0,2018
3567,0,1,38,0,1,33.9,2013
3570,1,0,0,0,46,114.99,2022
3572,0,2,16,0,18,18.86,2016
3576,1,1,200,0,43,70.0,2016
3580,1,1,208,69900,8,30.0,2014
3585,0,1,31,0,30,37.3,2022
3586,0,2,19,0,27,18.5,2015
3588,1,1,73,0,10,15.0,2011
3590,1,0,0,0,7,36.5,2021
3603,0,2,10,0,1,34.5,2019
3604,1,1,330,0,5,105.0,2020
3610,0,2,22,0,47,26.0,2020
3615,1,1,73,0,3,15.0,2011
3616,1,1,149,0,32,40.0,2020
3618,0,1,32,39995,30,38.0,2019
3620,1,1,210,0,42,60.0,2017
3622,0,2,26,28500,31,22.0,2019
3626,0,2,19,0,2,20.0,2013
3628,0,2,19,0,32,18.5,2015
3629,1,1,204,0,37,59.979,2019
3632,0,1,47,0,40,24.283,2018
3635,1,1,84,0,18,25.0,2015
3636,0,1,38,0,32,33.9,2013
3637,1,0,0,0,18,31.67,2021
3638,0,1,32,0,11,38.0,2022
3639,0,1,38,0,33,18.5,2015
3641,0,1,47,0,19,24.283,2018
3645,0,2,22,0,11,25.0,2018
3648,1,1,200,0,36,65.0,2017
3650,1,1,87,0,41,8.9,2014
3652,0,2,14,0,41,36.98,2017
3655,1,0,0,0,36,43.0,2021
3657,1,0,0,0,49,64.0,2022
3658,1,1,151,0,28,21.0,2018
3659,1,1,258,0,23,27.0,2020
3660,0,2,14,0,18,43.0,2015
3661,0,1,38,0,21,16.0,2014
3666,1,0,0,0,17,20.6,2022
3669,1,1,75,0,47,18.0,2013
3675,1,1,270,0,40,82.5,2019
3677,0,2,14,54950,35,42.9,2018
3681,1,1,239,38500,18,22.3,2019
3686,1,1,87,0,45,7.0,2013
3688,1,1,200,0,9,65.0,2017
3689,0,2,14,54950,48,42.9,2018
3694,0,2,6,0,11,18.0,2012
3695,0,1,97,0,2,27.0,2017
3696,0,2,6,0,43,16.557,2015
3698,0,1,32,0,48,36.6,2021
3700,0,2,6,0,30,18.0,2012
3704,1,1,203,0,48,119.8,2020
3706,1,1,84,0,43,27.0,2016
3709,0,1,38,0,13,33.9,2013
3712,0,2,26,0,7,21.258,2019
3714,0,1,30,0,35,63.4,2022
3718,1,1,238,0,37,90.0,2018
3721,1,1,200,0,16,65.0,2017
3723,1,1,239,0,10,25.0,2019
3725,1,1,210,0,15,65.0,2016
3726,1,0,0,0,16,51.573,2021
3727,1,0,0,0,29,78.0,2022
3728,1,1,200,0,33,65.0,2017
3731,0,2,20,0,48,21.0,2017
3733,1,1,238,0,27,20.0,2017
3734,1,1,84,0,47,27.0,2016
3741,0,2,27,34600,48,16.365,2016
3742,1,1,84,0,35,27.0,2016
3744,1,1,220,0,15,57.0,2019
3749,0,2,19,0,10,17.0,2014
3750,0,1,32,0,45,36.6,2021
3751,0,2,18,0,41,28.4,2021
3753,1,1,258,0,14,27.0,2020
3755,0,1,36,0,42,32.3,2016
3759,0,2,21,0,17,18.058,2017
3760,1,0,0,0,27,40.0,2020
3763,1,0,0,0,11,27.4,2022
3767,1,1,220,98950,48,124.9,2008
3769,1,1,82,0,1,13.9,2016
3770,1,1,238,0,11,20.0,2017
3771,0,1,38,0,30,16.0,2014
3772,1,1,84,0,12,27.0,2016
3775,1,1,73,0,34,15.0,2011
3777,1,0,0,0,47,64.0,2022
3780,1,1,83,0,32,13.115,2016
3781,1,1,238,0,4,22.857,2018
3787,0,2,25,0,35,40.0,2020
3791,1,1,75,0,14,18.0,2013
3793,1,0,0,0,45,27.4,2022
3796,1,1,84,0,2,25.0,2015
3801,0,1,72,0,1,18.0,2015
3808,1,1,125,0,22,22.2,2019
3813,1,0,0,0,11,95.0,2022
3816,0,2,19,0,27,20.0,2016
3817,0,2,19,0,4,14.5,2013
3818,0,1,53,0,17,26.0,2019
3823,1,1,220,0,28,57.0,2019
3824,1,1,220,0,16,57.0,2019
3829,1,1,203,0,18,119.8,2020
3830,1,1,192,0,23,119.8,2020
3831,1,1,210,0,13,65.0,2016
3832,1,1,200,0,27,70.0,2016
3834,1,0,0,0,5,24.69,2022
3844,1,1,100,0,46,13.816,2017
3852,0,1,30,0,36,70.0,2021
3853,1,1,75,0,3,18.0,2013
3858,1,0,0,0,27,78.0,2022
3863,0,2,22,0,11,42.0,2022
3867,0,1,47,0,38,24.283,2018
3868,1,1,68,0,36,5.499,2014
3871,1,1,293,0,31,102.0,2020
3872,1,1,200,0,10,65.0,2017
3873,1,1,75,0,15,18.0,2013
3875,1,1,238,0,6,20.0,2017
3876,1,1,73,0,28,15.0,2011
3877,0,2,19,0,17,14.5,2013
3878,1,0,0,0,27,64.0,2022
3884,1,1,239,0,21,25.0,2019
3885,1,1,208,69900,30,33.89,2013
3888,1,1,73,0,40,17.0,2012
3889,1,1,215,0,39,69.0,2018
3895,1,1,210,0,46,65.0,2016
3896,1,0,0,0,1,20.6,2022
3899,1,0,0,0,36,31.67,2021
3902,1,1,107,0,36,19.0,2017
3903,1,1,73,0,48,15.0,2011
3904,1,1,110,0,34,20.0,2021
3908,0,1,38,0,3,18.5,2015
3909,0,1,38,0,2,33.9,2013
3911,1,1,150,0,44,35.0,2019
3912,1,1,114,0,41,25.004,2018
3913,0,1,32,0,24,37.413,2020
3914,1,1,58,0,1,5.499,2014
3915,0,1,53,0,40,20.004,2017
3924,1,1,238,0,49,90.0,2018
3926,0,2,19,0,24,17.0,2014
3927,0,1,32,0,20,37.413,2020
3932,0,2,26,0,22,21.3,2018
3941,1,0,0,0,48,33.5,2022
3942,0,2,12,36800,26,22.0,2018
3944,0,2,26,0,43,21.258,2019
3945,0,1,47,0,9,24.283,2018
3946,0,2,19,0,21,17.0,2015
3947,1,1,239,0,49,25.0,2019
3948,0,2,12,36900,14,23.0,2019
3952,0,2,19,0,40,15.0,2014
3953,1,1,200,0,24,65.0,2017
3958,1,1,73,0,22,15.0,2011
3960,0,1,72,0,49,16.0,2014
3962,0,1,97,0,22,27.0,2017
3963,1,1,76,0,16,14.0,2012
3964,0,2,6,0,46,13.3,2013
3966,0,1,38,0,39,16.0,2014
3967,0,1,53,0,15,18.374,2016
3968,1,1,289,0,30,102.0,2020
3973,0,1,38,0,31,18.5,2015
3974,1,1,93,32250,18,15.2,2017
3975,1,0,0,0,8,64.0,2021
3978,1,1,208,69900,23,33.89,2013
3982,0,2,25,0,20,40.0,2020
3983,1,1,84,0,10,25.0,2015
3985,0,2,26,0,43,33.0,2020
3986,1,1,258,0,45,27.0,2020
3990,0,2,14,44100,1,28.0,2017
3994,0,2,6,0,9,18.0,2012
4002,0,2,10,0,20,34.5,2019
4003,1,1,124,0,39,26.0,2017
4004,1,1,238,0,14,20.0,2017
4006,0,2,22,0,38,20.9,2019
4008,0,1,42,0,2,54.0,2021
4010,1,1,208,0,16,62.0,2015
4011,0,2,6,0,36,16.5,2014
4012,0,2,20,0,36,21.0,2017
4013,1,1,291,0,11,72.0,2020
4017,1,1,215,0,40,69.0,2018
4018,0,1,72,0,36,16.0,2014
4020,0,1,30,0,41,63.4,2022
4023,0,1,38,0,5,18.5,2015
4027,1,1,111,33950,33,16.251,2018
4028,1,1,84,0,28,27.0,2016
4043,0,2,19,0,3,15.0,2014
4047,1,1,238,0,14,22.857,2018
4049,0,1,37,0,17,21.9,2014
4050,0,1,32,0,8,37.413,2020
4058,1,1,81,0,34,27.0,2017
4060,0,2,22,0,4,20.9,2019
4062,1,0,0,0,44,31.67,2021
4064,0,1,53,0,25,21.998,2018
4065,0,2,26,0,46,33.0,2020
4066,1,1,234,0,41,52.9,2019
4069,1,1,239,0,10,33.0,2020
4072,1,1,270,0,48,82.5,2019
4074,1,1,239,38500,28,22.3,2019
4077,1,1,200,0,18,65.0,2017
4080,1,1,200,0,14,70.0,2016
4082,1,1,200,0,37,70.0,2016
4084,1,1,258,0,36,27.0,2020
4085,0,2,21,0,32,18.058,2017
4087,1,1,291,0,47,72.0,2020
4088,0,2,16,0,34,39.0,2018
4089,1,1,289,0,10,85.0,2019
4090,0,2,6,0,45,16.557,2015
4092,1,1,239,0,32,25.0,2019
4096,1,0,0,0,32,64.0,2022
4101,0,2,6,0,33,16.557,2015
4103,0,2,25,0,19,34.5,2019
4104,1,1,83,0,44,13.115,2016
4110,0,1,35,0,25,16.0,2012
4112,1,1,330,0,1,105.0,2020
4114,1,1,239,0,22,33.0,2020
4115,0,2,19,0,35,19.0,2016
4120,0,2,26,0,42,33.0,2020
4122,0,1,38,0,24,33.9,2013
4127,0,1,32,0,46,36.6,2021
4128,1,0,0,0,22,39.9,2021
4129,0,2,19,0,5,20.0,2016
4131,0,2,20,0,34,46.5,2020
4132,1,1,83,0,48,20.0,2015
4134,0,2,22,0,34,43.912,2020
4136,1,1,84,0,17,27.0,2016
4140,1,1,266,0,37,50.0,2020
4143,0,1,47,0,43,28.1,2019
4144,0,1,53,0,37,20.004,2017
4148,1,1,87,0,49,42.0,2016
4149,0,2,26,0,26,21.258,2019
4150,0,2,25,0,10,28.0,2017
4151,1,1,291,0,38,72.0,2020
4152,1,1,58,0,36,16.999,2018
4154,1,1,220,0,22,57.0,2019
4155,1,1,84,0,18,27.0,2016
4158,0,2,25,0,20,30.0,2018
4159,1,1,239,0,23,25.0,2019
4160,0,2,6,0,12,16.557,2015
4166,0,1,33,0,11,30.0,2018
4167,1,1,245,109000,14,46.0,2011
4168,0,1,38,0,29,18.5,2015
4169,1,1,238,0,28,90.0,2018
4171,1,0,0,0,5,48.9,2021
4174,1,1,239,0,47,25.0,2019
4175,0,2,25,0,26,40.0,2021
4185,1,1,330,0,12,105.0,2020
4186,0,2,25,0,40,34.5,2019
4189,0,1,47,0,27,24.283,2018
4199,1,0,0,0,38,64.0,2022
4201,1,0,0,0,48,43.0,2021
4203,1,1,239,0,37,33.0,2020
4213,0,2,26,0,31,21.258,2019
4214,1,1,293,0,10,102.0,2020
4215,1,0,0,0,31,67.07,2021
4216,1,0,0,0,4,36.5,2021
4217,0,2,26,0,44,25.0,2019
4219,1,0,0,0,36,27.4,2022
4221,1,1,266,0,17,50.0,2020
4223,1,0,0,0,28,67.07,2021
4224,1,1,337,0,26,105.0,2020
4225,1,1,208,69900,28,30.0,2014
4227,0,2,14,0,35,36.98,2017
4242,1,1,322,0,6,50.0,2020
4244,0,2,25,0,36,40.0,2021
4245,0,2,25,0,33,40.0,2021
4252,1,1,151,0,10,21.0,2018
4256,1,1,234,0,35,52.9,2019
4261,1,1,208,0,17,62.0,2015
4262,0,2,19,0,37,15.0,2014
4268,0,2,13,0,3,42.0,2018
4269,0,2,26,0,27,25.0,2019
4278,0,1,53,0,42,21.998,2018
4279,1,0,0,0,25,78.0,2022
4281,0,2,6,0,18,18.0,2012
4284,0,1,47,0,36,28.1,2019
4287,0,2,26,28500,40,22.0,2019
4288,1,1,208,69900,40,30.0,2014
4290,0,2,26,0,38,25.0,2019
4291,0,1,42,0,5,54.0,2021
4292,0,2,19,0,1,17.0,2014
4293,1,1,84,0,37,19.0,2016
4299,1,0,0,0,9,29.998,2017
4300,1,0,0,0,37,31.67,2021
4302,1,1,215,0,14,69.0,2018
4303,1,0,0,0,43,142.0,2021
4306,1,1,87,0,11,10.042,2015
4309,0,2,21,0,33,40.0,2021
4316,0,2,6,0,48,18.0,2012
4317,1,1,76,0,46,6.9,2013
4321,0,2,25,0,31,40.0,2021
4322,0,1,32,0,26,29.49,2022
4325,1,1,234,0,43,69.2,2020
4326,0,2,6,0,7,13.3,2013
4332,1,1,322,0,18,50.0,2020
4333,1,1,107,0,38,19.0,2017
4334,1,1,150,0,30,35.0,2019
4339,1,1,75,0,30,18.0,2013
4341,1,0,0,0,17,96.0,2022
4344,0,1,30,0,34,70.0,2021
4345,1,1,107,0,34,19.0,2017
4348,1,1,239,38500,19,22.3,2019
4349,1,1,270,0,37,82.5,2019
4351,0,2,17,0,11,43.0,2021
4352,0,2,13,0,36,42.0,2018
4356,1,0,0,0,18,36.5,2021
4360,0,2,26,0,48,21.3,2018
4371,0,2,25,0,49,28.0,2017
4373,1,1,84,0,4,27.0,2016
4376,1,1,125,0,44,22.2,2019
4382,0,2,25,0,45,34.5,2019
4385,1,1,87,0,18,8.9,2014
4387,0,1,53,0,21,21.998,2018
4393,0,1,126,0,37,32.1,2019
4397,1,1,75,0,33,18.0,2013
4399,1,1,125,0,41,22.2,2019
4402,0,1,97,0,39,27.0,2017
4406,0,2,19,0,19,14.5,2013
4409,1,0,0,0,45,38.5,2021
4412,1,1,84,0,8,19.0,2014
4415,0,2,24,0,11,27.2,2022
4420,0,1,72,0,18,18.0,2015
4424,1,1,73,0,44,17.0,2012
4430,0,2,22,0,5,45.6,2022
4438,0,1,38,0,6,33.9,2013
4440,1,0,0,0,20,73.0,2021
4442,1,0,0,0,41,20.6,2022
4444,0,1,97,0,39,25.004,2018
4446,0,1,32,39995,1,38.0,2019
4448,1,1,87,0,43,10.042,2015
4449,0,2,27,34600,29,16.365,2016
4452,0,2,19,0,43,19.0,2016
4453,1,1,110,0,27,20.0,2021
4455,1,1,289,0,13,85.0,2019
4461,1,1,222,0,11,51.573,2021
4465,0,1,35,0,39,16.0,2012
4468,0,2,6,0,12,18.0,2012
4469,1,0,0,0,45,136.8,2022
4472,1,1,238,0,35,22.857,2018
4474,1,0,0,0,47,24.69,2021
4476,0,2,26,28500,24,22.0,2019
4477,0,2,19,0,37,17.0,2014
4482,0,1,33,0,22,30.0,2018
4483,1,1,239,0,32,33.0,2020
4484,0,2,25,0,22,28.0,2017
