,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,Expected Price ($1k),Year
0,1,1,308,0,32,50.0,2020
1,1,1,73,0,40,15.0,2011
2,1,1,81,0,27,18.0,2015
3,0,1,38,0,45,33.9,2013
4,1,1,238,0,25,41.78,2019
5,0,2,27,34600,18,16.365,2016
6,1,1,259,0,36,31.5,2020
7,1,1,210,0,6,65.0,2016
8,1,1,107,0,1,19.0,2017
9,1,1,84,0,46,27.0,2016
10,1,1,149,0,45,40.0,2020
11,1,1,75,0,48,18.0,2013
12,1,0,0,0,46,39.9,2021
13,0,2,17,0,36,41.5,2022
14,0,1,97,0,36,25.004,2018
15,1,0,0,0,25,73.0,2021
16,0,2,19,0,45,79.596,2020
17,1,1,291,0,10,72.0,2020
18,0,2,18,0,14,39.0,2021
19,0,1,72,0,21,16.0,2014
20,1,1,239,0,28,33.0,2020
21,1,0,0,0,28,64.0,2021
22,1,1,215,0,47,69.0,2018
23,1,1,210,0,48,65.0,2016
24,1,1,111,33950,18,16.251,2018
25,1,1,291,0,45,72.0,2020
26,1,1,210,0,10,65.0,2016
27,1,0,0,0,45,29.998,2017
28,1,0,0,0,45,73.0,2021
29,0,1,53,0,30,20.004,2017
30,1,1,82,0,43,13.9,2016
31,1,1,150,0,1,35.0,2019
32,1,1,293,0,25,102.0,2020
33,0,1,72,0,46,19.0,2016
34,0,1,38,0,12,33.9,2013
35,0,1,42,0,24,54.0,2021
36,1,0,0,0,14,73.0,2021
37,1,0,0,0,43,78.0,2022
38,0,2,21,0,42,40.0,2021
39,1,0,0,0,32,64.0,2021
40,1,0,0,0,43,64.0,2021
41,1,0,0,0,46,29.998,2017
42,0,1,38,0,27,33.9,2013
43,1,0,0,0,5,73.0,2021
44,0,2,25,0,32,40.0,2021
45,1,0,0,0,28,78.0,2022
46,0,1,32,39995,29,38.0,2019
47,0,1,72,0,1,16.0,2014
48,1,1,151,0,37,21.0,2018
49,1,1,151,0,4,21.0,2018
51,1,1,289,0,1,85.0,2019
52,1,1,151,0,31,21.0,2018
53,1,1,249,0,41,69.0,2018
54,0,2,23,0,32,45.6,2022
55,1,1,220,0,5,57.0,2019
56,1,0,0,0,34,73.0,2021
57,1,0,0,0,21,73.0,2021
58,1,1,234,0,40,69.2,2020
59,1,1,238,0,45,20.0,2017
60,1,1,215,0,49,69.0,2018
61,1,1,266,0,1,50.0,2020
63,0,2,19,0,34,14.5,2013
64,0,2,18,0,23,39.0,2021
65,0,2,19,0,32,20.0,2016
66,1,0,0,0,34,64.0,2021
67,0,1,47,0,31,24.283,2018
68,1,1,125,0,37,22.2,2019
69,0,2,14,0,1,36.98,2017
70,1,1,151,0,46,21.0,2018
71,1,1,200,0,41,65.0,2017
72,0,2,27,34600,25,16.365,2016
73,0,2,14,0,10,73.9,2015
74,0,2,19,0,1,15.0,2014
75,1,1,149,0,18,40.0,2020
76,1,1,83,0,7,20.0,2015
77,0,2,25,0,40,28.0,2017
78,1,0,0,0,2,60.2,2022
79,1,1,215,0,34,69.0,2018
80,1,1,322,0,36,50.0,2020
81,1,1,220,0,27,57.0,2019
82,0,2,17,34995,12,26.22,2019
83,0,2,26,0,24,25.0,2019
84,1,1,210,0,3,60.0,2017
86,1,1,259,0,13,31.5,2020
87,1,0,0,0,47,73.0,2021
88,0,2,19,0,42,17.0,2014
89,1,0,0,0,20,64.0,2021
90,1,0,0,0,46,64.0,2021
91,1,1,215,0,41,69.0,2018
92,0,1,53,0,42,20.004,2017
93,1,1,220,0,40,57.0,2019
94,0,2,27,34600,14,16.365,2016
95,0,2,17,52900,39,20.5,2019
96,1,1,87,0,17,10.042,2015
97,1,1,239,0,33,25.0,2019
98,1,0,0,0,1,31.67,2021
99,1,0,0,0,5,78.0,2022
100,0,1,32,0,26,36.6,2021
101,0,1,32,39995,45,38.0,2019
102,1,1,238,0,16,41.78,2019
103,1,1,208,69900,12,33.89,2013
104,1,1,293,0,43,102.0,2020
105,1,1,259,0,35,31.5,2020
106,1,0,0,0,11,73.0,2021
107,0,2,14,0,5,73.9,2015
109,1,0,0,0,41,78.0,2022
110,1,1,151,0,5,21.0,2018
111,1,1,215,0,19,69.0,2018
112,1,0,0,0,41,136.8,2022
113,1,1,75,0,20,18.0,2013
114,1,1,208,69900,41,33.89,2013
115,1,1,239,0,37,25.0,2019
116,1,1,259,0,22,31.5,2020
117,0,2,18,0,45,39.0,2021
118,0,1,53,0,46,21.998,2018
119,1,0,0,0,48,73.0,2021
120,1,1,215,0,45,69.0,2018
121,1,1,150,0,26,35.0,2019
122,1,1,215,0,48,69.0,2018
123,0,2,6,0,17,13.3,2013
124,0,1,35,0,26,16.0,2012
125,0,2,25,0,23,30.0,2018
126,1,1,73,0,37,17.0,2012
127,1,1,150,0,13,35.0,2019
128,1,0,0,0,48,78.0,2022
129,0,2,16,0,12,25.0,2017
130,1,0,0,0,27,73.0,2021
131,0,1,38,0,20,18.5,2015
132,1,1,322,0,41,50.0,2020
133,1,1,238,0,5,22.857,2018
134,1,1,215,0,15,69.0,2018
135,1,1,76,0,41,15.6,2015
136,1,1,151,0,1,21.0,2018
137,1,1,291,0,21,72.0,2020
138,0,1,53,0,20,21.998,2018
139,1,1,291,0,48,72.0,2020
140,1,0,0,0,1,27.4,2022
141,1,1,73,0,41,17.0,2012
142,0,2,18,0,48,39.0,2021
143,1,0,0,0,41,64.0,2021
144,1,1,84,0,47,19.0,2014
145,1,1,84,0,40,27.0,2016
146,0,1,53,0,46,20.004,2017
147,1,0,0,0,41,27.4,2022
148,1,1,220,0,11,57.0,2019
149,1,1,208,69900,18,33.89,2013
150,0,2,21,0,22,40.0,2021
151,1,1,151,0,44,21.0,2018
152,0,2,21,0,35,18.058,2017
153,1,1,107,0,37,19.0,2017
154,0,1,47,0,31,30.8,2020
155,1,0,0,0,48,42.8,2021
156,1,0,0,0,40,29.998,2017
157,1,0,0,0,5,142.0,2021
158,1,0,0,0,1,73.0,2021
159,0,2,14,44100,49,28.0,2017
160,1,0,0,0,45,43.0,2021
161,1,1,82,0,42,9.035,2015
162,1,1,151,0,43,21.0,2018
163,1,0,0,0,32,73.0,2021
164,1,0,0,0,41,64.0,2022
165,1,1,266,0,9,50.0,2020
166,0,1,30,0,23,63.4,2022
167,0,1,32,0,23,37.413,2020
168,0,1,38,0,8,33.9,2013
169,1,1,84,0,12,25.0,2015
170,1,1,220,0,10,57.0,2019
171,0,2,13,0,32,42.0,2018
172,0,1,53,0,17,20.004,2017
173,1,1,308,0,34,50.0,2020
175,0,1,42,0,43,54.0,2021
176,0,1,97,0,49,27.0,2017
177,0,2,26,0,23,25.0,2019
178,1,0,0,0,40,64.0,2021
179,1,1,220,0,46,57.0,2019
180,0,1,53,0,22,21.998,2018
181,1,1,220,0,31,57.0,2019
182,0,2,19,0,34,20.0,2016
183,0,2,14,0,5,36.98,2017
184,1,1,249,0,48,69.0,2018
185,1,1,238,0,34,20.0,2017
186,1,1,215,0,36,69.0,2018
188,1,0,0,0,2,64.0,2021
189,1,0,0,0,5,31.67,2021
191,0,1,35,0,4,16.0,2012
192,1,1,210,0,36,65.0,2016
193,1,0,0,0,17,73.0,2021
195,0,2,17,0,46,43.0,2021
196,1,1,220,0,43,57.0,2019
197,1,0,0,0,32,43.0,2021
198,1,1,215,0,37,69.0,2018
199,1,1,208,0,46,62.0,2015
200,1,1,204,0,5,59.979,2019
201,0,2,21,0,49,40.0,2021
202,1,1,75,0,1,18.0,2013
203,1,1,68,0,32,11.75,2015
204,1,1,322,0,1,50.0,2020
205,0,1,38,0,28,33.9,2013
206,1,1,239,0,26,33.0,2020
207,1,1,291,0,37,72.0,2020
209,0,2,19,0,9,14.5,2013
210,1,1,220,0,48,57.0,2019
211,1,0,0,0,27,142.0,2021
212,1,1,322,0,39,50.0,2020
213,1,0,0,0,46,73.0,2021
214,1,0,0,0,16,64.0,2021
215,1,1,289,0,23,85.0,2019
216,1,1,322,0,40,50.0,2020
217,0,2,6,0,10,13.3,2013
218,0,2,16,0,41,80.0,2018
219,1,1,83,0,45,13.115,2016
220,1,1,289,0,47,102.0,2020
221,0,2,21,0,36,40.0,2021
222,0,1,72,0,40,16.0,2014
223,1,0,0,0,1,64.0,2021
224,0,1,30,0,23,70.0,2021
226,1,1,291,0,36,72.0,2020
227,1,1,210,0,41,60.0,2017
228,1,1,210,0,21,60.0,2017
229,1,0,0,0,37,64.0,2021
233,1,1,239,38500,32,22.3,2019
234,1,0,0,0,36,38.5,2021
235,1,0,0,0,48,64.0,2022
236,1,0,0,0,10,29.998,2017
237,1,0,0,0,43,73.0,2021
238,1,1,73,0,33,15.0,2011
239,0,2,19,0,49,20.0,2016
240,1,1,210,0,5,65.0,2016
241,0,2,21,0,38,19.0,2018
242,1,0,0,0,11,31.67,2021
243,1,1,84,0,5,27.0,2016
244,1,1,73,0,46,15.0,2011
246,1,1,239,0,43,25.0,2019
248,0,2,19,0,18,17.0,2014
249,1,1,238,0,42,41.78,2019
250,1,1,238,0,37,20.0,2017
251,0,1,42,0,44,54.0,2021
252,1,1,238,0,40,22.857,2018
253,1,1,215,0,46,69.0,2018
254,1,1,215,0,48,40.0,2020
255,0,2,16,0,43,39.0,2018
256,0,2,6,0,4,16.5,2014
257,1,1,238,0,12,41.78,2019
258,1,1,208,0,41,62.0,2015
259,1,1,81,0,1,16.0,2014
260,1,1,291,0,8,72.0,2020
261,1,1,208,69900,45,30.0,2014
262,1,1,200,0,5,65.0,2017
263,0,1,32,0,40,29.49,2022
264,1,1,210,0,43,65.0,2016
265,0,2,25,0,18,40.0,2021
266,0,2,26,0,34,21.3,2018
267,1,0,0,0,42,73.0,2021
268,1,1,208,0,22,62.0,2015
269,1,1,259,0,33,31.5,2020
270,1,1,308,0,1,50.0,2020
271,0,1,30,0,45,70.0,2021
272,1,1,238,0,13,20.0,2017
273,0,2,6,0,26,13.3,2013
274,1,1,238,0,17,41.78,2019
275,1,1,215,0,26,69.0,2018
276,0,1,53,0,6,18.374,2016
278,0,2,15,0,43,57.0,2015
280,1,0,0,0,18,27.4,2022
281,1,1,150,0,24,35.0,2019
284,1,0,0,0,23,43.0,2021
285,1,1,266,0,10,50.0,2020
286,1,0,0,0,32,27.4,2022
287,1,0,0,0,23,73.0,2021
288,1,0,0,0,22,42.8,2021
289,0,1,47,0,49,24.283,2018
290,0,2,21,0,2,19.0,2018
291,0,1,47,0,18,24.283,2018
292,1,1,82,0,35,9.035,2015
293,1,0,0,0,17,64.0,2021
294,1,0,0,0,45,95.0,2022
295,1,0,0,0,21,40.9,2022
296,1,1,238,0,36,90.0,2018
297,1,1,238,0,22,41.78,2019
298,1,1,200,0,23,65.0,2017
299,0,2,26,28500,20,22.0,2019
300,1,1,220,0,41,57.0,2019
301,1,1,289,0,40,85.0,2019
302,1,1,73,0,10,17.0,2012
303,1,1,200,0,32,65.0,2017
305,0,1,53,0,32,20.004,2017
309,1,0,0,0,48,64.0,2021
310,1,0,0,0,25,29.998,2017
311,1,1,84,0,21,25.0,2015
312,1,0,0,0,36,73.0,2021
313,0,1,47,0,44,24.283,2018
314,1,1,238,0,42,20.0,2017
315,1,1,200,0,28,65.0,2017
316,1,0,0,0,1,78.0,2022
317,0,1,126,0,36,42.0,2020
318,0,2,19,0,29,18.5,2015
319,1,1,107,0,48,19.0,2017
321,1,1,270,0,45,82.5,2019
322,0,1,53,0,34,18.374,2016
323,1,1,220,0,45,57.0,2019
324,1,0,0,0,48,20.6,2022
325,1,0,0,0,34,39.9,2021
326,1,0,0,0,31,64.0,2021
327,1,0,0,0,26,39.9,2021
328,0,1,53,0,48,21.998,2018
330,1,0,0,0,2,73.0,2021
331,0,2,22,0,46,25.0,2018
332,1,1,210,0,27,60.0,2017
334,1,1,220,0,1,57.0,2019
335,1,0,0,0,8,29.998,2017
337,1,1,150,0,41,35.0,2019
338,1,1,210,0,22,65.0,2016
339,0,2,22,0,36,45.6,2022
340,0,2,19,0,36,19.0,2016
341,1,0,0,0,24,29.998,2017
342,1,1,103,0,36,20.0,2014
343,1,1,83,0,17,13.115,2016
344,0,1,53,0,35,18.374,2016
345,0,1,97,0,32,27.0,2017
346,1,1,291,0,43,72.0,2020
348,1,1,308,0,48,50.0,2020
349,1,0,0,0,35,43.0,2021
351,0,1,97,0,8,27.0,2017
352,1,1,238,0,44,22.857,2018
353,1,1,73,0,24,17.0,2012
354,0,1,38,0,4,33.9,2013
355,1,1,150,0,18,35.0,2019
356,1,1,81,0,46,16.0,2014
357,1,1,259,0,18,31.5,2020
358,1,0,0,0,1,43.0,2021
359,1,1,215,0,38,69.0,2018
360,0,2,13,0,45,42.0,2018
361,1,1,75,0,28,18.0,2013
362,1,1,208,69900,1,33.89,2013
363,1,1,151,0,17,21.0,2018
364,1,1,151,0,32,21.0,2018
365,1,0,0,0,7,43.0,2021
367,1,1,210,0,9,60.0,2017
368,1,1,208,69900,25,33.89,2013
369,1,1,259,0,45,31.5,2020
370,1,1,208,0,40,62.0,2015
372,1,1,83,0,3,13.115,2016
373,0,2,19,0,38,17.0,2015
375,0,2,19,0,36,14.5,2013
376,0,2,22,0,37,20.9,2019
377,1,1,125,0,42,22.2,2019
378,0,1,38,0,38,16.0,2014
381,1,0,0,0,28,29.998,2017
382,1,1,84,0,6,25.0,2015
383,1,1,291,0,46,72.0,2020
385,1,1,200,0,23,70.0,2016
386,1,0,0,0,21,142.0,2021
387,1,1,291,0,41,72.0,2020
388,1,1,110,0,49,20.0,2021
389,1,1,239,0,11,25.0,2019
390,1,0,0,0,48,27.4,2022
391,0,2,25,0,38,28.2,2022
392,1,1,239,0,46,33.0,2020
393,1,1,208,0,39,62.0,2015
394,1,1,75,0,21,18.0,2013
396,0,2,22,0,22,25.0,2018
398,1,1,220,0,38,57.0,2019
400,1,1,238,0,46,90.0,2018
401,0,2,10,0,5,34.5,2019
402,0,2,14,0,29,36.98,2017
403,1,1,84,0,37,27.0,2016
405,0,1,33,0,38,30.0,2018
406,0,1,126,0,34,32.1,2019
407,1,1,210,0,34,60.0,2017
408,1,1,84,0,36,25.0,2015
409,1,1,111,33950,26,16.251,2018
410,1,1,289,0,44,85.0,2019
411,1,0,0,0,45,31.67,2021
412,0,1,38,0,26,16.0,2014
413,1,0,0,0,17,36.5,2021
414,1,0,0,0,49,42.8,2021
417,1,1,249,0,18,69.0,2018
418,1,1,215,0,43,69.0,2018
419,0,2,17,0,36,43.0,2021
420,0,1,47,0,21,24.283,2018
422,0,2,14,0,17,45.0,2016
423,0,2,25,0,37,40.0,2021
425,0,1,35,0,21,16.0,2012
426,1,0,0,0,20,29.998,2017
427,1,0,0,0,43,27.4,2022
428,1,1,73,0,47,17.0,2012
429,0,2,6,0,27,18.0,2012
430,0,1,47,0,12,24.283,2018
431,1,1,83,0,46,13.115,2016
432,0,1,42,0,3,54.0,2021
433,0,2,19,0,28,20.0,2013
434,1,1,234,0,41,69.2,2020
435,0,2,19,0,45,17.0,2014
436,1,1,308,0,36,50.0,2020
437,0,2,17,52900,13,20.5,2019
439,1,0,0,0,26,42.8,2021
440,0,2,19,0,41,19.0,2016
441,0,1,72,0,12,18.0,2015
442,1,1,208,69900,41,30.0,2014
443,1,0,0,0,21,64.0,2021
444,1,1,266,0,43,50.0,2020
445,0,2,13,0,1,30.152,2016
446,0,1,38,0,28,16.0,2014
449,1,1,266,0,41,50.0,2020
450,1,0,0,0,41,96.0,2022
451,1,1,84,0,40,25.0,2015
452,1,0,0,0,31,142.0,2021
453,1,0,0,0,37,142.0,2021
454,0,2,16,0,46,80.0,2018
455,0,2,6,0,30,16.5,2014
456,1,1,107,0,21,19.0,2017
458,1,1,111,33950,38,16.251,2018
459,1,1,107,0,26,19.0,2017
460,0,2,25,0,23,40.0,2021
461,0,1,38,0,28,18.5,2015
462,0,2,19,0,10,17.0,2015
463,1,1,322,0,22,50.0,2020
465,1,0,0,0,13,64.0,2021
466,1,1,84,0,39,25.0,2015
467,0,1,33,0,19,30.0,2018
468,0,2,26,0,9,24.0,2020
469,0,1,30,0,2,63.4,2022
470,0,1,38,0,34,33.9,2013
471,1,1,249,0,40,69.0,2018
472,1,1,215,0,4,69.0,2018
475,1,0,0,0,5,42.8,2021
476,1,1,266,0,25,50.0,2020
477,1,1,215,0,8,69.0,2018
478,1,0,0,0,45,96.0,2022
479,1,1,200,0,39,65.0,2017
480,1,1,208,0,48,62.0,2015
482,0,2,22,0,2,20.9,2019
483,0,1,42,0,17,54.0,2021
484,0,2,20,0,37,46.5,2020
485,0,1,97,0,40,25.004,2018
486,0,2,25,0,32,28.2,2022
487,1,0,0,0,27,64.0,2021
488,1,0,0,0,3,64.0,2021
489,1,1,84,0,8,25.0,2015
491,0,2,25,0,49,30.0,2018
492,1,1,322,0,48,50.0,2020
495,1,1,150,0,32,35.0,2019
496,0,2,12,36900,46,23.0,2019
497,1,1,73,0,31,15.0,2011
498,1,1,215,0,1,69.0,2018
499,1,0,0,0,23,31.67,2021
500,1,1,208,69900,45,33.89,2013
501,0,2,19,0,34,17.0,2014
502,0,1,31,0,8,37.3,2022
503,1,1,151,0,35,21.0,2018
504,0,2,17,52900,10,37.0,2018
505,0,2,21,0,49,18.058,2017
506,1,0,0,0,27,29.998,2017
507,1,1,107,0,10,19.0,2017
509,1,1,215,0,44,69.0,2018
511,1,1,200,0,1,70.0,2016
512,0,1,53,0,12,21.998,2018
513,1,0,0,0,11,42.8,2021
514,0,2,27,34600,38,16.365,2016
516,1,0,0,0,48,67.07,2021
517,1,1,73,0,24,15.0,2011
518,1,0,0,0,44,73.0,2021
519,0,2,25,0,9,40.0,2021
520,0,2,25,0,43,40.0,2020
521,0,2,17,0,27,45.0,2019
522,1,1,249,0,34,69.0,2018
524,1,0,0,0,47,43.0,2021
526,1,1,208,69900,11,30.0,2014
527,0,2,27,0,23,24.0,2017
530,1,1,215,0,5,69.0,2018
531,1,1,266,0,33,50.0,2020
532,1,1,200,0,46,65.0,2017
533,1,1,125,0,21,22.2,2019
534,1,1,84,0,41,25.0,2015
535,0,2,6,0,43,18.0,2012
536,0,2,26,28500,26,22.0,2019
537,1,1,125,0,5,22.2,2019
538,1,1,249,0,27,69.0,2018
539,0,2,22,0,42,20.9,2019
540,1,1,215,0,21,69.0,2018
541,0,2,18,0,5,39.0,2021
542,0,1,53,0,10,21.998,2018
543,1,1,291,0,31,72.0,2020
545,0,2,25,0,46,34.5,2019
546,0,1,72,0,45,18.0,2015
547,1,0,0,0,26,78.0,2022
551,0,2,19,0,24,19.0,2016
552,1,1,215,0,29,69.0,2018
553,1,0,0,0,31,73.0,2021
554,1,0,0,0,25,60.2,2022
556,0,1,38,0,39,18.5,2015
557,0,2,14,0,2,36.98,2017
558,1,0,0,0,45,64.0,2021
559,1,1,208,69900,14,33.89,2013
560,1,1,75,0,49,18.0,2013
561,1,0,0,0,9,73.0,2021
562,0,1,42,0,23,54.0,2021
563,1,0,0,0,36,78.0,2022
565,1,1,84,0,42,27.0,2016
566,0,2,25,0,22,40.0,2021
569,1,1,75,0,23,18.0,2013
570,1,1,151,0,38,21.0,2018
571,1,0,0,0,5,29.998,2017
572,1,1,84,0,34,27.0,2016
573,1,1,84,0,45,25.0,2015
577,0,1,33,0,48,30.0,2018
578,1,1,208,69900,47,30.0,2014
579,0,2,18,0,24,39.0,2021
580,1,1,266,0,21,50.0,2020
581,1,1,266,0,48,50.0,2020
583,0,1,47,0,6,24.283,2018
584,0,1,35,0,20,16.0,2012
586,1,1,151,0,41,21.0,2018
587,1,0,0,0,41,73.0,2021
588,0,2,22,0,46,37.0,2019
589,0,1,38,0,35,16.0,2014
590,1,1,110,0,46,20.0,2021
591,1,1,107,0,46,19.0,2017
592,1,0,0,0,40,39.9,2021
593,0,2,25,0,8,30.0,2018
594,0,2,19,0,42,14.5,2013
595,1,1,291,0,40,72.0,2020
596,1,1,238,0,43,41.78,2019
598,1,1,238,0,44,90.0,2018
600,1,1,215,0,18,69.0,2018
601,0,2,21,0,42,51.57,2021
602,0,2,19,0,47,20.0,2016
603,1,1,238,0,9,22.857,2018
606,1,1,150,0,6,35.0,2019
607,1,1,73,0,36,15.0,2011
608,1,1,266,0,47,50.0,2020
609,1,1,84,0,17,25.0,2015
610,0,2,19,0,5,18.5,2015
611,1,1,234,0,28,69.2,2020
612,1,1,238,0,7,41.78,2019
614,0,2,22,0,22,26.0,2020
615,1,0,0,0,2,43.0,2021
618,1,0,0,0,18,42.8,2021
620,1,1,151,0,30,21.0,2018
621,1,1,220,0,33,57.0,2019
622,1,1,87,0,37,42.0,2016
623,1,1,330,0,45,105.0,2020
624,1,1,308,0,22,50.0,2020
625,1,1,75,0,42,18.0,2013
626,1,1,75,0,37,18.0,2013
627,1,1,58,0,40,5.499,2014
628,1,1,259,0,34,31.5,2020
629,1,1,100,0,42,18.6,2011
630,1,1,238,0,22,20.0,2017
631,1,1,82,0,14,13.9,2016
632,1,0,0,0,36,42.8,2021
633,0,2,25,0,5,40.0,2021
634,0,2,20,0,36,46.5,2020
635,0,2,25,0,41,28.0,2017
636,1,0,0,0,36,64.0,2021
637,0,2,19,0,32,17.0,2015
638,1,1,210,0,26,60.0,2017
641,0,2,14,0,41,45.0,2016
642,0,2,14,0,31,38.0,2016
643,1,1,107,0,5,19.0,2017
645,1,0,0,0,46,42.8,2021
646,1,0,0,0,3,142.0,2021
648,1,1,238,0,21,20.0,2017
650,1,0,0,0,45,42.8,2021
653,1,1,220,0,24,57.0,2019
655,1,1,75,0,27,18.0,2013
656,1,0,0,0,10,73.0,2021
658,1,0,0,0,6,42.8,2021
660,1,1,200,0,22,70.0,2016
662,1,1,75,0,43,18.0,2013
664,1,0,0,0,37,78.0,2022
665,1,1,220,0,32,57.0,2019
666,1,0,0,0,48,65.9,2022
667,0,1,37,0,26,21.9,2014
668,1,1,150,0,11,35.0,2019
669,1,1,87,0,7,7.0,2013
670,1,1,75,0,40,18.0,2013
671,1,1,84,0,22,25.0,2015
672,0,1,32,0,45,29.49,2022
675,0,2,27,34600,5,16.365,2016
680,1,1,75,0,34,18.0,2013
681,0,1,30,0,5,63.4,2022
682,1,0,0,0,48,142.0,2021
683,1,1,75,0,36,18.0,2013
684,1,1,208,0,1,62.0,2015
685,1,1,208,0,9,62.0,2015
687,0,1,53,0,41,18.374,2016
688,0,1,53,0,7,20.004,2017
689,1,1,73,0,21,17.0,2012
690,0,1,30,0,48,70.0,2021
691,1,0,0,0,23,42.8,2021
692,0,1,35,0,22,16.0,2012
697,0,2,19,0,1,20.0,2016
700,0,1,35,0,5,16.0,2012
701,1,0,0,0,5,64.0,2022
702,1,1,215,0,33,69.0,2018
703,1,1,84,0,6,27.0,2016
704,1,1,215,0,35,69.0,2018
705,1,1,84,0,47,25.0,2015
708,0,2,25,0,27,30.0,2018
709,1,0,0,0,26,29.998,2017
710,1,1,215,0,28,69.0,2018
713,1,1,192,0,43,119.8,2020
715,0,1,38,0,26,18.5,2015
716,1,1,215,0,32,69.0,2018
717,1,1,84,0,32,27.0,2016
718,1,0,0,0,39,42.8,2021
720,1,1,84,0,48,25.0,2015
721,0,2,25,0,15,40.0,2021
723,0,2,12,36800,23,22.0,2018
726,1,1,87,0,37,10.042,2015
727,0,2,26,0,42,21.258,2019
728,1,1,82,0,38,9.035,2015
729,0,1,72,0,11,18.0,2015
730,1,0,0,0,49,64.0,2021
731,1,1,215,0,7,69.0,2018
732,1,0,0,0,11,29.998,2017
733,1,1,84,0,1,27.0,2016
735,1,0,0,0,45,142.0,2021
736,1,0,0,0,5,64.0,2021
738,1,1,151,0,20,21.0,2018
739,0,2,19,0,48,14.5,2013
740,0,2,27,0,4,24.0,2017
743,1,0,0,0,27,43.0,2021
744,1,1,259,0,26,31.5,2020
746,0,2,19,0,37,19.0,2016
747,1,1,291,0,1,72.0,2020
748,1,0,0,0,21,36.5,2021
749,0,2,19,0,36,20.0,2016
751,0,1,53,0,35,20.004,2017
752,1,0,0,0,10,64.0,2021
756,0,1,32,0,22,36.6,2021
757,1,0,0,0,38,43.0,2021
758,0,2,19,0,23,14.5,2013
760,1,1,220,0,36,57.0,2019
762,1,1,149,0,44,40.0,2020
763,1,1,200,0,2,70.0,2016
764,1,1,125,0,10,22.2,2019
765,1,1,322,0,45,50.0,2020
766,1,1,153,0,46,32.1,2019
767,0,2,20,0,1,46.5,2020
768,1,1,73,0,35,17.0,2012
769,0,2,27,34600,13,16.365,2016
770,0,2,25,0,29,30.0,2018
772,0,2,26,28500,14,22.0,2019
773,1,1,73,0,33,17.0,2012
774,0,1,53,0,33,20.004,2017
775,0,2,25,0,24,28.0,2017
776,1,1,87,0,43,8.9,2014
779,1,1,125,0,47,22.2,2019
780,0,2,6,0,35,18.0,2012
781,0,1,38,0,48,33.9,2013
782,1,1,337,0,48,105.0,2020
783,1,0,0,0,18,64.0,2021
784,1,1,210,0,16,65.0,2016
785,1,1,322,0,46,50.0,2020
788,0,1,53,0,26,20.004,2017
789,1,1,210,0,36,60.0,2017
790,1,0,0,0,27,42.8,2021
791,0,1,53,0,28,20.004,2017
792,1,1,210,0,37,65.0,2016
793,1,1,75,0,35,18.0,2013
794,1,1,238,0,14,41.78,2019
795,1,1,259,0,40,31.5,2020
796,1,1,291,0,13,72.0,2020
798,1,1,249,0,32,69.0,2018
799,0,2,25,0,42,28.0,2017
800,1,1,220,0,10,35.0,2017
801,1,0,0,0,22,73.0,2021
802,0,2,25,0,26,28.0,2017
804,1,0,0,0,41,31.67,2021
807,1,1,208,0,7,62.0,2015
808,1,1,330,0,28,105.0,2020
809,1,1,215,0,10,69.0,2018
810,0,2,25,0,35,30.0,2018
813,0,1,30,0,41,70.0,2021
815,0,2,19,0,18,20.0,2016
816,0,2,21,0,46,18.058,2017
818,0,2,27,34600,4,16.365,2016
820,1,1,84,0,32,19.0,2014
823,1,1,208,0,20,62.0,2015
824,1,1,81,0,45,16.0,2014
826,1,1,238,0,16,20.0,2017
827,1,0,0,0,25,42.8,2021
828,1,1,266,0,11,50.0,2020
829,1,1,238,0,33,41.78,2019
830,1,1,220,0,37,57.0,2019
831,0,1,97,0,27,27.0,2017
833,1,1,239,38500,27,22.3,2019
834,1,0,0,0,47,64.0,2021
838,1,0,0,0,21,78.0,2022
839,1,1,110,0,44,20.0,2021
841,1,0,0,0,45,78.0,2022
842,1,1,291,0,5,72.0,2020
843,0,1,38,0,46,16.0,2014
844,1,1,84,0,43,25.0,2015
845,1,1,68,0,40,15.5,2016
847,0,1,38,0,42,18.5,2015
850,1,1,238,0,36,20.0,2017
851,0,1,53,0,46,26.0,2019
852,1,1,73,0,22,17.0,2012
853,1,1,249,0,7,69.0,2018
854,1,1,81,0,23,16.0,2014
857,0,2,27,34600,35,16.365,2016
859,1,1,220,0,7,57.0,2019
860,0,1,72,0,39,19.0,2016
862,1,1,266,0,32,50.0,2020
863,1,1,107,0,41,19.0,2017
864,1,1,215,0,23,69.0,2018
869,0,2,19,0,18,15.0,2014
870,0,1,72,0,41,19.0,2016
871,1,0,0,0,42,64.0,2021
872,0,1,72,0,32,16.0,2014
873,1,1,87,0,42,8.9,2014
874,0,2,14,0,15,36.98,2017
875,1,0,0,0,41,43.0,2021
876,1,0,0,0,44,78.0,2022
880,0,1,38,0,16,16.0,2014
882,1,1,238,0,27,22.857,2018
883,1,1,93,31950,37,20.0,2016
884,0,2,26,0,35,24.0,2020
885,1,0,0,0,47,42.8,2021
886,0,1,53,0,23,21.998,2018
887,1,1,150,0,37,35.0,2019
888,0,2,21,0,23,18.058,2017
892,0,2,22,0,44,20.9,2019
894,1,1,210,0,35,60.0,2017
897,0,1,53,0,24,26.0,2019
898,1,1,208,69900,21,33.89,2013
899,1,1,58,0,34,16.999,2018
901,0,1,38,0,10,33.9,2013
